comment,source,cleaned_comment,final_label
"phòng khá ồn,ở các phòng khác đóng cửa hay đi lại đều nghe âm thanh,suốt đêm đều nghe tiếng phòng đóng.Có muỗi trong phòng",agoda,"phòng khá ồn , ở các phòng khác đóng_cửa hay đi_lại đều nghe âm_thanh , suốt đêm đều nghe tiếng phòng đóng . có muỗi trong phòng",negative
"Khách sạn rất gần sân bay
Ngay đầu hẻm có quán ăn, nhà hàng, siêu thị
Phòng sạch sẽ 
Nhân viên nhiệt tình. 
Giá hợp lý",agoda,"khách_sạn rất gần sân_bay ngay đầu hẻm có quán ăn , nhà_hàng , siêu_thị phòng sạch_sẽ nhân_viên nhiệt_tình . giá hợp_lý",positive
"Chăn ga hơi bị dơ, mình ở lần thứ nhất thấy ổn, lần thứ 2 thì nhận 1 phòng cách âm tệ, tiếng ồn vang cả phòng, chăn ga thì bị dơ, gối cứng như cục đá, gối xong về bị trẹo cổ",agoda,"chăn ga hơi bị dơ , mình ở lần thứ nhất thấy ổn , lần thứ 2 thì nhận 1 phòng cách_âm tệ , tiếng ồn vang cả phòng , chăn ga thì bị dơ , gối cứng như cục đá , gối xong về bị trẹo cổ",negative
"Tôi đã có một trải nghiệm khá tốt tại Khách sạn Lam Sơn. Phòng sạch sẽ, nhân viên thân thiện và hỗ trợ nhiệt tình. Vị trí khách sạn thuận tiện, dễ di chuyển đến các địa điểm trung tâm. Dịch vụ ổn định, không có vấn đề gì lớn trong suốt thời gian lưu trú.
Sẽ cân nhắc quay lại nếu có dịp ghé TP.HCM lần nữa.
Cảm ơn khách sạn đã mang lại kỳ nghỉ dễ chịu!",agoda,"tôi đã có một trải nghiệm khá tốt tại khách_sạn lam sơn . phòng sạch_sẽ , nhân_viên thân_thiện và hỗ_trợ nhiệt_tình . vị_trí khách_sạn thuận_tiện , dễ di_chuyển đến các địa_điểm trung_tâm . dịch_vụ ổn_định , không có vấn_đề gì lớn trong suốt thời_gian lưu_trú . sẽ cân_nhắc quay lại nếu có dịp ghé tp . hcm lần nữa . cảm_ơn khách_sạn đã mang lại kỳ nghỉ dễ_chịu !",positive
"Phòng ốc sạch sẽ, khách sạn hỗ trợ khách rất nhiệt tình, nhân viên vui vẻ niềm nở...sẽ quay lại.",agoda,"phòng_ốc sạch_sẽ , khách_sạn hỗ_trợ khách rất nhiệt_tình , nhân_viên vui_vẻ niềm_nở ... sẽ quay lại .",positive
"Từ nhân viên tới giá phòng, tiện nghi đầy đủ, sạch sẽ. Vị trí tốt",agoda,"từ nhân_viên tới giá phòng , tiện_nghi đầy_đủ , sạch_sẽ . vị_trí tốt",positive
Phòng ốc thì ok không gian rộng rãi rất thích hợp để nghỉ ngơi du lịch nên đặt phòng có ban công để ngắm tp nói chung rất hài lòng,agoda,phòng_ốc thì tốt không_gian rộng_rãi rất thích_hợp để nghỉ_ngơi du_lịch nên đặt phòng có ban_công để ngắm tp nói_chung rất hài_lòng,positive
"Phòng cũng ổn, ga giường hơi cũ nhưng cũng sạch sẽ. Nói chung không có phàn nàn gì. Không quá xuất sắc so với chỗ khác nên cho 4 sao. Còn 5 sao thì phải có điểm gì khác biệt nổi trội mới được.",agoda,"phòng cũng ổn , ga giường hơi cũ nhưng cũng sạch_sẽ . nói_chung không có phàn_nàn gì . không quá xuất_sắc so với chỗ khác nên cho 4 sao . còn 5 sao thì phải có điểm gì khác_biệt nổi_trội mới được .",positive
"Giá đình mình có cháu nhỏ, khách sạn hỗ trợ đổi phòng nhiệt tình. Mọi người nên ghé trải nghiệm nhé.",agoda,"giá đình mình có cháu nhỏ , khách_sạn hỗ_trợ đổi phòng nhiệt_tình . mọi người nên ghé trải nghiệm nhé .",positive
"Trải nghiệm tạm ổn, 1 chuyến công tác ngắn ngày, vị trí thuận tiện đi lại, phòng ốc sạch sẽ, nhân viên vui vẻ, thân thiện",agoda,"trải nghiệm tạm ổn , 1 chuyến công_tác ngắn ngày , vị_trí thuận_tiện đi_lại , phòng_ốc sạch_sẽ , nhân_viên vui_vẻ , thân_thiện",positive
"Mọi thứ ổn, tôi hài lòng với trải nghiệm hiện tại ở đây, có dịp quay lại vẫn sẽ ở đây",agoda,"mọi thứ ổn , tôi hài_lòng với trải nghiệm hiện_tại ở đây , có dịp quay lại vẫn sẽ ở đây",positive
"tôi đặt phòng và xếp vào phòng có trần bị mốc, ở lầu 6 gần nhà kho của hotel, khá không hài lòng , còn lại vẫn ổn, gần trung tâm.",agoda,"tôi đặt phòng và xếp vào phòng có trần bị mốc , ở lầu 6 gần nhà_kho của hotel , khá không hài_lòng , còn lại vẫn ổn , gần trung_tâm .",negative
"Sạch sẽ, địa điểm thuận tiện, tuy nhiên phòng khá nhỏ và nhân viên lễ tân nam không mấy vui vẻ chào đón, lễ tân nữ okay hơn nhiều, giá thì hơi cao và bên ngoài nhỏ hơn ảnh",agoda,"sạch_sẽ , địa_điểm thuận_tiện , tuy_nhiên phòng khá nhỏ và nhân_viên lễ_tân_nam không mấy vui_vẻ chào_đón , lễ_tân nữ okay hơn nhiều , giá thì hơi cao và bên ngoài nhỏ hơn ảnh",positive
"Giá hợp lý, sách sẽ, nhân viên nhiệt tình, ko có chỗ đậu xe hơi",agoda,"giá hợp_lý , sách sẽ , nhân_viên nhiệt_tình , không có chỗ đậu xe_hơi",positive
"Quạt thì kêu lớn. máy lạnh kêu lớn gắn vị trí không phù hợp, phả hơi lạnh vào mặt khách khi ngủ",agoda,"quạt thì kêu lớn . máy_lạnh kêu lớn gắn vị_trí không phù_hợp , phả hơi lạnh vào mặt khách khi ngủ",negative
"Sạch sẽ, gần trung tâm tp,nhân viên thân thiện.",agoda,"sạch_sẽ , gần trung_tâm tp , nhân_viên thân_thiện .",positive
"Lễ tân thấy bạn nào cũng dễ thương, phòng nhỏ cũng oke nhưng bóng đèn nó rớt ra thò thò cái cộng dây điện cũng k sửa, máy lạnh thì kiu ồn. phòng củ lắm lun rồi.",agoda,"lễ_tân thấy bạn nào cũng dễ_thương , phòng nhỏ cũng tốt nhưng bóng đèn nó rớt ra thò thò cái cộng dây_điện cũng không sửa , máy_lạnh thì kiu ồn . phòng củ lắm lun rồi .",negative
"Tốt. Hợp với giá tiền, Tiện đi lại.",agoda,"tốt . hợp với giá tiền , tiện đi_lại .",positive
"Cô ở khách sạn chỉ một đêm nhưng rất ấn tượng, phòng rất sạch sẽ và rộng rãi, ăn sáng cũng cực kì ngon. Hơn hết, cảm ơn các bạn tại lễ tân như Thịnh, Vy, Thảo, Hiền, Vân đã hỗ trợ trong quá trình lưu trú của cô.",agoda,"cô ở khách_sạn chỉ một đêm nhưng rất ấn_tượng , phòng rất sạch_sẽ và rộng_rãi , ăn sáng cũng cực_kì ngon . hơn hết , cảm_ơn các bạn tại lễ_tân như thịnh , vy , thảo , hiền , vân đã hỗ_trợ trong quá_trình lưu_trú của cô .",positive
"Vị trí kim cương ngay trước mặt khách sạn là tượng Hồ Chí Minh, đường Nguyễn Huệ, trung tâm quận 1, nhân viên chuyên nghiệp,  tôi ấn tượng nhất là cô nhân viên phục vụ bữa sáng đã cho tôi cảm hứng thích thử một ly cà phê sữa ở đây mặc dù tôi không biết uống nhưng nó thật sự thơm ngon như cô ấy nói, món ăn Việt Nam có 2 món phở và xôi mặn nhưng cả hai món đều rất ngon, phở rất thơm,  xôi mặn thì ngon không thể tả tôi đã không tiếc lời khen trực tiếp với đầu bếp tôi đã ăn no căng bụng,  tôi thấy tự hào và xúc động khi là người Việt Nam và cách khách sạn là mang những món ăn Việt Nam rất ngon, đồ uống rất ngon đến bạn bè quốc tế. Còn món tây thì bình thường, rau xào hơi nhũng và con tôi nói có một lá cải bắp bị sâu thâm đen nên không ăn, bánh mochi socola rất ngon con tôi rất thích nhưng phục vụ hơi ít ai đến trễ sẽ không còn. Về phòng thì bình thường cũ kỹ, giường nệm đã bị lún nhưng thiết bị nhà tắm thì mới,  phòng tắm rộng rãi,  tôi ấn tượng về sự chỉnh chu trong cách phục vụ khách đến giấy vệ sinh cũng được gấp rất đẹp, chỗ nào cũng có tiếng nhạc vang nhẹ nhàng,  khách sạn mang phong cách Sài Gòn xưa, nó có tuổi đời lớn hơn tôi.",agoda,"vị_trí kim_cương ngay trước mặt khách_sạn là tượng hồ chí minh , đường nguyễn huệ , trung_tâm quận 1 , nhân_viên chuyên_nghiệp , tôi ấn_tượng nhất là cô nhân_viên phục_vụ bữa sáng đã cho tôi cảm_hứng thích thử một ly cà_phê sữa ở đây mặc_dù tôi không biết uống nhưng nó thật_sự thơm ngon như cô ấy nói , món ăn việt nam có 2 món phở và xôi mặn nhưng cả hai món đều rất ngon , phở rất thơm , xôi mặn thì ngon không_thể tả tôi đã không tiếc lời",positive
"Vị trí trung tâm thành phố, nằm ngay trên phố đi bộ Nguyễn Huệ, đối diện tòa nhà làm việc của UBND thành ohố Hồ Chí Minh – từ khách sạn, bạn dễ dàng đi bộ đến các điểm tham quan như Bảo tàng chứng tích chiến tranh, dinh Thống Nhất, bưu điện Sài Gòn, bến Bạch Đằng... Phòng sạch sẽ, đủ tiện nghi nhưng diện tích phòng nhỏ. Buffet sáng không nhiều món nhưng ngon (Trừ cà phê đen pha nhạt quá), luôn được lấp đầy. Nhân viên hữu ích.",agoda,"vị_trí trung_tâm thành_phố , nằm ngay trên phố đi bộ nguyễn huệ , đối_diện tòa nhà làm_việc của ubnd thành ohố hồ chí minh từ khách_sạn , bạn dễ_dàng đi bộ đến các điểm tham_quan như bảo_tàng chứng_tích chiến_tranh , dinh thống_nhất , bưu_điện sài_gòn , bến bạch đằng ... phòng sạch_sẽ , đủ tiện_nghi nhưng diện_tích phòng nhỏ . buffet sáng không nhiều món nhưng ngon trừ cà_phê đen pha nhạt quá , luôn được lấp đầy . nhân_viên hữu_ích .",positive
"Khách sạn gây ấn tượng với thiết kế hiện đại, không gian sạch sẽ và ấm cúng. Phòng nghỉ được bố trí hợp lý, đầy đủ tiện nghi từ giường ngủ thoải mái đến phòng tắm rộng rãi. Mặc dù không cung cấp bữa sáng, nhưng khu vực xung quanh có rất nhiều quán ăn địa phương ngon miệng để khám phá.

Điểm đặc biệt khiến tôi hài lòng chính là thái độ phục vụ của nhân viên. Họ luôn nhiệt tình, sẵn sàng hỗ trợ và tạo cảm giác như ở nhà. Vị trí khách sạn cũng rất thuận tiện, dễ dàng di chuyển đến các địa điểm du lịch nổi tiếng trong khu vực.

Nếu bạn đang tìm một nơi lưu trú thoải mái, giá cả hợp lý và dịch vụ tận tình, thì đây chắc chắn là một lựa chọn không thể bỏ qua!",agoda,"khách_sạn gây ấn_tượng với thiết_kế hiện_đại , không_gian sạch_sẽ và ấm_cúng . phòng nghỉ được bố_trí hợp_lý , đầy_đủ tiện_nghi từ giường ngủ thoải_mái đến phòng tắm rộng_rãi . mặc_dù không cung_cấp bữa sáng , nhưng khu_vực xung_quanh có rất nhiều quán ăn địa_phương ngon_miệng để khám_phá . điểm đặc_biệt khiến tôi hài_lòng chính là thái_độ phục_vụ của nhân_viên . họ luôn nhiệt_tình , sẵn_sàng hỗ_trợ và tạo cảm_giác như ở nhà . vị_trí khách_sạn cũng rất thuận",positive
"Khách sạn cung cấp dịch vụ đưa đón sân bay thuận tiện. Wi-Fi mạnh, giấc ngủ thoải mái. Phòng tắm có thể cải thiện vấn đề mùi cống. Nhân viên thân thiện, tiện nghi đầy đủ, vị trí thuận lợi để tới sân bay.",agoda,"khách_sạn cung_cấp dịch_vụ đưa_đón sân_bay thuận_tiện . wi - fi mạnh , giấc_ngủ thoải_mái . phòng tắm có_thể cải_thiện vấn_đề mùi cống . nhân_viên thân_thiện , tiện_nghi đầy_đủ , vị_trí thuận_lợi để tới sân_bay .",positive
"Phòng sạch sẽ, ngăn nắp, đầy đủ tiện nghi cơ bản. Rất gần sân bay. Nhân viên thân thiện và mến khách. Sẽ quay lại lần nữa.",agoda,"phòng sạch_sẽ , ngăn_nắp , đầy_đủ tiện_nghi cơ_bản . rất gần sân_bay . nhân_viên thân_thiện và mến khách . sẽ quay lại lần nữa .",positive
"Ks tuyệt với, phòng sạch sẽ, nv thân thiện",agoda,"khách_sạn tuyệt với , phòng sạch_sẽ , nhân_viên thân_thiện",positive
"Phòng đủ tiện nghi cho 1 chuyến công tác ngắn ngày, vị trí thuận lợi và gần các cửa hàng tiện ích.",agoda,"phòng đủ tiện_nghi cho 1 chuyến công_tác ngắn ngày , vị_trí thuận_lợi và gần các cửa_hàng tiện_ích .",positive
